timestamp,temperature,humidity,wind_speed,pressure,hour,day_of_week,is_weekend,wind_direction,precipitation,cloud_cover,is_warning,aqi,pm25
2025-11-13 00:00:00,20.8,81,1.3611111111111112,1015.2,0,3,0,356,0.0,100,1,113,80.6
2025-11-13 01:00:00,20.1,81,2.1666666666666665,1015.3,1,3,0,8,0.0,100,1,114,58.3
2025-11-13 02:00:00,20.1,76,2.5833333333333335,1015.0,2,3,0,9,0.0,91,1,115,42.1
2025-11-13 03:00:00,20.4,72,2.5,1015.1,3,3,0,13,0.0,98,1,115,29.5
2025-11-13 04:00:00,20.5,70,2.361111111111111,1015.9,4,3,0,18,0.0,99,1,116,22.0
2025-11-13 05:00:00,20.6,68,2.3333333333333335,1016.5,5,3,0,23,0.0,91,1,116,17.8
2025-11-13 06:00:00,20.0,70,1.9166666666666667,1017.5,6,3,0,15,0.0,98,1,116,18.9
2025-11-13 07:00:00,20.5,70,2.388888888888889,1018.4,7,3,0,12,0.0,62,1,116,13.0
2025-11-13 08:00:00,21.8,65,2.2222222222222223,1019.1,8,3,0,5,0.0,65,1,116,14.4
2025-11-13 09:00:00,22.8,53,3.333333333333333,1019.5,9,3,0,16,0.0,9,1,115,16.2
2025-11-13 10:00:00,23.6,49,3.4722222222222223,1019.3,10,3,0,15,0.0,6,1,115,17.3
2025-11-13 11:00:00,24.5,47,3.0277777777777777,1017.9,11,3,0,13,0.0,0,1,114,17.6
2025-11-13 12:00:00,25.1,50,3.2499999999999996,1016.7,12,3,0,10,0.0,17,1,114,17.7
2025-11-13 13:00:00,25.5,50,2.638888888888889,1015.3,13,3,0,10,0.0,0,1,114,17.6
2025-11-13 14:00:00,26.2,47,2.1944444444444446,1014.3,14,3,0,360,0.0,0,1,114,17.4
2025-11-13 15:00:00,26.2,46,1.9444444444444444,1013.5,15,3,0,348,0.0,0,1,114,17.2
2025-11-13 16:00:00,25.6,52,1.5,1013.5,16,3,0,330,0.0,1,1,115,18.0
2025-11-13 17:00:00,23.7,62,0.8611111111111112,1013.4,17,3,0,306,0.0,0,1,115,35.7
2025-11-13 18:00:00,22.5,64,0.38888888888888884,1013.5,18,3,0,270,0.0,0,1,116,66.8
2025-11-13 19:00:00,21.6,70,1.1111111111111112,1014.0,19,3,0,280,0.0,0,1,117,80.1
2025-11-13 20:00:00,21.5,68,0.3333333333333333,1014.2,20,3,0,207,0.0,0,1,118,101.0
2025-11-13 21:00:00,20.8,72,0.38888888888888884,1014.4,21,3,0,113,0.0,0,1,119,113.9
2025-11-13 22:00:00,20.0,78,0.8055555555555555,1015.1,22,3,0,43,0.0,0,1,120,117.6
2025-11-13 23:00:00,19.3,80,1.2777777777777777,1015.0,23,3,0,31,0.0,6,1,121,113.2
2025-11-14 00:00:00,18.5,83,1.3888888888888888,1014.8,0,4,0,52,0.0,41,1,122,104.8
2025-11-14 01:00:00,18.2,86,1.6388888888888888,1015.1,1,4,0,45,0.0,0,1,125,97.6
2025-11-14 02:00:00,17.4,88,1.4166666666666665,1015.0,2,4,0,32,0.0,0,1,129,87.5
2025-11-14 03:00:00,17.0,87,1.5277777777777777,1014.9,3,4,0,32,0.0,18,1,133,72.9
2025-11-14 04:00:00,16.8,87,1.611111111111111,1015.3,4,4,0,26,0.0,27,1,138,57.6
2025-11-14 05:00:00,16.5,86,1.75,1015.7,5,4,0,39,0.0,26,1,142,47.5
2025-11-14 06:00:00,16.0,87,1.7222222222222223,1016.7,6,4,0,38,0.0,23,1,145,42.5
2025-11-14 07:00:00,17.5,84,2.694444444444444,1017.7,7,4,0,27,0.0,0,1,147,38.1
2025-11-14 08:00:00,19.5,77,2.305555555555556,1018.2,8,4,0,20,0.0,0,1,150,29.8
2025-11-14 09:00:00,21.6,65,2.4722222222222223,1018.8,9,4,0,21,0.0,0,1,150,13.6
2025-11-14 10:00:00,23.5,51,2.944444444444444,1018.8,10,4,0,30,0.0,0,1,150,10.4
2025-11-14 11:00:00,24.6,42,3.2499999999999996,1017.5,11,4,0,32,0.0,0,1,150,10.7
2025-11-14 12:00:00,25.2,41,2.833333333333333,1016.1,12,4,0,17,0.0,14,1,150,11.7
2025-11-14 13:00:00,25.6,40,2.5,1015.1,13,4,0,358,0.0,13,1,149,13.0
2025-11-14 14:00:00,25.9,41,2.25,1014.1,14,4,0,354,0.0,0,1,149,13.9
2025-11-14 15:00:00,25.6,42,2.305555555555556,1013.7,15,4,0,356,0.0,4,1,148,14.7
2025-11-14 16:00:00,24.9,50,1.611111111111111,1013.6,16,4,0,358,0.0,0,1,148,16.4
2025-11-14 17:00:00,22.9,60,0.888888888888889,1013.5,17,4,0,3,0.0,0,1,148,40.3
2025-11-14 18:00:00,22.0,59,0.25,1013.7,18,4,0,323,0.0,0,1,148,71.9
2025-11-14 19:00:00,21.8,60,0.3055555555555556,1014.4,19,4,0,99,0.0,0,1,149,83.1
2025-11-14 20:00:00,21.1,62,0.3055555555555556,1015.4,20,4,0,189,0.0,0,1,149,99.7
2025-11-14 21:00:00,20.5,67,0.16666666666666666,1016.0,21,4,0,252,0.0,0,1,149,108.3
2025-11-14 22:00:00,18.8,76,1.0555555555555556,1016.3,22,4,0,25,0.0,0,1,148,109.2
2025-11-14 23:00:00,17.8,84,1.5555555555555554,1016.6,23,4,0,59,0.0,2,1,148,105.2
2025-11-15 00:00:00,17.0,89,1.5,1016.4,0,5,1,76,0.0,1,1,147,95.2
2025-11-15 01:00:00,17.0,92,1.3611111111111112,1016.5,1,5,1,80,0.0,0,1,146,84.8
2025-11-15 02:00:00,16.5,93,1.1944444444444444,1016.3,2,5,1,42,0.0,0,1,144,74.7
2025-11-15 03:00:00,16.3,94,1.5,1016.1,3,5,1,14,0.0,0,1,143,66.1
2025-11-15 04:00:00,15.9,92,1.972222222222222,1016.3,4,5,1,6,0.0,0,1,142,56.9
2025-11-15 05:00:00,15.9,88,2.1944444444444446,1016.6,5,5,1,4,0.0,0,1,142,48.4
2025-11-15 06:00:00,16.0,85,2.4444444444444446,1017.5,6,5,1,2,0.0,0,1,142,44.1
2025-11-15 07:00:00,17.6,78,3.3611111111111107,1018.8,7,5,1,11,0.0,0,1,143,45.8
2025-11-15 08:00:00,20.0,73,3.0277777777777777,1019.1,8,5,1,7,0.0,0,1,143,40.3
2025-11-15 09:00:00,22.2,63,3.3611111111111107,1019.8,9,5,1,12,0.0,0,1,144,26.3
2025-11-15 10:00:00,23.6,59,3.5,1019.8,10,5,1,9,0.0,0,1,146,19.7
2025-11-15 11:00:00,24.8,57,2.7777777777777777,1018.9,11,5,1,13,0.0,0,1,147,18.3
2025-11-15 12:00:00,25.8,56,2.694444444444444,1017.7,12,5,1,19,0.0,0,1,148,18.3
2025-11-15 13:00:00,26.3,55,2.833333333333333,1016.5,13,5,1,7,0.0,4,1,148,18.6
2025-11-15 14:00:00,27.0,52,2.8055555555555554,1015.6,14,5,1,6,0.0,4,1,149,17.2
2025-11-15 15:00:00,27.0,51,2.5,1014.9,15,5,1,1,0.0,0,1,149,17.3
2025-11-15 16:00:00,26.5,56,1.5833333333333333,1015.0,16,5,1,325,0.0,2,1,149,19.8
2025-11-15 17:00:00,24.2,68,0.75,1015.3,17,5,1,278,0.0,7,1,150,33.1
2025-11-15 18:00:00,22.7,72,0.3611111111111111,1016.1,18,5,1,225,0.0,13,1,149,55.1
2025-11-15 19:00:00,22.2,78,0.5,1016.9,19,5,1,233,0.0,21,1,147,75.9
2025-11-15 20:00:00,21.3,83,1.4444444444444444,1017.6,20,5,1,284,0.0,6,1,146,88.7
2025-11-15 21:00:00,20.5,84,1.4444444444444444,1018.0,21,5,1,304,0.0,16,1,145,92.0
2025-11-15 22:00:00,20.0,85,1.2222222222222223,1018.4,22,5,1,348,0.0,9,1,144,96.2
2025-11-15 23:00:00,19.5,87,1.3333333333333333,1018.2,23,5,1,349,0.0,2,1,142,99.2
2025-11-16 00:00:00,19.2,90,1.4166666666666665,1017.8,0,6,1,343,0.0,26,1,142,96.4
2025-11-16 01:00:00,19.8,90,1.4444444444444444,1017.6,1,6,1,346,0.0,14,1,142,79.2
2025-11-16 02:00:00,19.5,90,1.5555555555555554,1017.0,2,6,1,343,0.0,100,1,141,60.8
2025-11-16 03:00:00,20.4,86,2.0833333333333335,1016.5,3,6,1,345,0.0,100,1,140,48.5
2025-11-16 04:00:00,20.5,84,2.111111111111111,1016.9,4,6,1,342,0.0,100,1,138,40.0
2025-11-16 05:00:00,20.8,81,2.5,1017.1,5,6,1,338,0.0,100,1,136,34.8
2025-11-16 06:00:00,20.8,80,2.4166666666666665,1017.8,6,6,1,333,0.0,100,1,135,32.6
2025-11-16 07:00:00,20.5,83,2.4722222222222223,1018.7,7,6,1,333,0.0,100,1,134,31.0
2025-11-16 08:00:00,21.2,81,2.0277777777777777,1019.5,8,6,1,324,0.0,100,1,132,37.6
2025-11-16 09:00:00,21.8,82,1.5833333333333333,1020.2,9,6,1,319,0.1,100,1,132,36.6
2025-11-16 10:00:00,22.2,80,2.1666666666666665,1020.5,10,6,1,316,0.0,100,1,133,27.8
2025-11-16 11:00:00,23.2,75,2.25,1019.4,11,6,1,325,0.0,100,1,134,20.7
2025-11-16 12:00:00,24.4,68,2.694444444444444,1018.6,12,6,1,345,0.0,100,1,134,16.8
2025-11-16 13:00:00,24.7,65,2.638888888888889,1017.6,13,6,1,338,0.0,100,1,134,18.2
2025-11-16 14:00:00,25.2,63,2.3333333333333335,1016.8,14,6,1,332,0.0,98,1,134,20.0
2025-11-16 15:00:00,25.5,62,1.9444444444444444,1016.3,15,6,1,347,0.0,77,1,134,21.5
2025-11-16 16:00:00,25.2,65,1.8055555555555556,1016.0,16,6,1,352,0.0,9,1,134,24.1
2025-11-16 17:00:00,23.7,76,0.7777777777777777,1016.0,17,6,1,333,0.0,9,1,135,39.0
2025-11-16 18:00:00,22.3,80,1.1388888888888888,1016.7,18,6,1,311,0.0,6,1,135,65.0
2025-11-16 19:00:00,22.1,83,1.611111111111111,1017.5,19,6,1,321,0.0,65,1,137,67.8
2025-11-16 20:00:00,22.7,81,1.8611111111111112,1017.7,20,6,1,322,0.0,81,1,136,77.8
2025-11-16 21:00:00,22.4,83,1.6944444444444442,1017.8,21,6,1,317,0.0,38,1,135,86.6
2025-11-16 22:00:00,21.6,87,1.25,1017.7,22,6,1,310,0.0,99,1,134,84.3
2025-11-16 23:00:00,21.8,87,1.0833333333333333,1017.6,23,6,1,298,0.0,100,1,133,78.7
2025-11-17 00:00:00,21.4,88,1.3611111111111112,1017.4,0,0,0,294,0.3,95,1,131,72.4
2025-11-17 01:00:00,21.4,92,1.0555555555555556,1017.0,1,0,0,311,0.0,59,1,128,67.8
2025-11-17 02:00:00,21.4,92,1.5277777777777777,1016.3,2,0,0,311,0.0,99,1,127,64.0
2025-11-17 03:00:00,21.5,91,1.6666666666666665,1016.0,3,0,0,323,0.0,100,1,127,59.0
2025-11-17 04:00:00,21.3,92,1.5277777777777777,1016.1,4,0,0,347,0.0,100,1,128,54.8
2025-11-17 05:00:00,21.2,91,1.2777777777777777,1016.3,5,0,0,342,0.0,99,1,130,52.6
2025-11-17 06:00:00,21.0,91,1.5555555555555554,1016.9,6,0,0,329,0.0,72,1,132,52.6
2025-11-17 07:00:00,20.8,92,1.6944444444444442,1017.9,7,0,0,337,0.0,100,1,134,55.2
2025-11-17 08:00:00,21.9,87,1.25,1018.7,8,0,0,2,0.0,100,1,136,57.0
2025-11-17 09:00:00,22.6,84,1.1944444444444444,1019.5,9,0,0,360,0.0,100,1,138,47.8
2025-11-17 10:00:00,23.4,80,1.4444444444444444,1019.5,10,0,0,354,0.0,100,1,140,33.1
2025-11-17 11:00:00,24.4,75,1.8888888888888888,1018.9,11,0,0,349,0.0,100,1,140,28.2
2025-11-17 12:00:00,25.0,71,2.2222222222222223,1017.8,12,0,0,354,0.0,100,1,141,30.2
2025-11-17 13:00:00,24.5,72,2.4444444444444446,1017.0,13,0,0,341,0.0,100,1,142,32.8
2025-11-17 14:00:00,25.0,71,2.1944444444444446,1016.1,14,0,0,344,0.0,98,1,144,36.0
2025-11-17 15:00:00,25.2,69,1.9166666666666667,1016.0,15,0,0,345,0.0,100,1,145,39.6
2025-11-17 16:00:00,24.8,73,1.8888888888888888,1016.1,16,0,0,343,0.0,100,1,147,47.1
2025-11-17 17:00:00,23.8,78,2.25,1016.4,17,0,0,329,0.0,100,1,150,63.1
2025-11-17 18:00:00,23.0,82,2.4166666666666665,1017.0,18,0,0,318,0.0,100,1,150,66.6
2025-11-17 19:00:00,22.3,93,2.638888888888889,1018.0,19,0,0,333,0.0,100,1,151,57.5
2025-11-17 20:00:00,22.5,92,2.833333333333333,1018.4,20,0,0,342,0.0,100,1,150,51.2
2025-11-17 21:00:00,22.1,91,2.611111111111111,1019.2,21,0,0,355,0.1,100,1,149,46.4
2025-11-17 22:00:00,21.8,92,2.3333333333333335,1019.5,22,0,0,11,0.3,100,1,144,41.8
2025-11-17 23:00:00,21.5,93,2.6666666666666665,1019.7,23,0,0,8,0.6,100,1,140,35.7
2025-11-18 00:00:00,21.3,94,2.8055555555555554,1019.4,0,1,0,6,0.9,100,1,135,30.2
2025-11-18 01:00:00,21.7,93,3.083333333333333,1018.7,1,1,0,7,0.5,100,1,131,26.1
2025-11-18 02:00:00,21.5,94,3.138888888888889,1018.2,2,1,0,9,0.4,100,1,127,23.1
2025-11-18 03:00:00,21.3,94,3.222222222222222,1018.2,3,1,0,15,0.4,100,1,122,21.4
2025-11-18 04:00:00,21.0,94,3.138888888888889,1018.5,4,1,0,14,0.4,100,1,119,22.2
2025-11-18 05:00:00,20.7,94,3.2777777777777777,1018.5,5,1,0,16,0.3,100,1,115,24.4
2025-11-18 06:00:00,20.5,93,4.083333333333333,1019.3,6,1,0,24,0.3,100,1,112,23.6
2025-11-18 07:00:00,20.9,94,4.027777777777778,1019.9,7,1,0,28,0.2,100,1,109,30.4
2025-11-18 08:00:00,20.4,92,5.527777777777778,1021.0,8,1,0,35,0.7,100,1,107,26.8
2025-11-18 09:00:00,19.9,87,6.027777777777778,1022.0,9,1,0,36,0.4,100,1,103,20.7
2025-11-18 10:00:00,19.0,81,6.222222222222221,1022.5,10,1,0,37,0.2,100,1,101,14.3
2025-11-18 11:00:00,17.6,82,6.444444444444444,1022.3,11,1,0,39,0.5,100,0,99,10.0
2025-11-18 12:00:00,16.7,84,6.861111111111111,1022.0,12,1,0,40,0.8,100,0,97,8.1
2025-11-18 13:00:00,17.5,85,6.638888888888888,1020.8,13,1,0,37,0.9,100,0,95,7.4
2025-11-18 14:00:00,16.9,84,6.722222222222221,1020.6,14,1,0,39,0.6,100,0,93,7.2
2025-11-18 15:00:00,15.8,89,6.25,1021.2,15,1,0,37,1.0,100,0,91,7.5
2025-11-18 16:00:00,15.6,91,5.222222222222222,1021.6,16,1,0,32,0.8,100,0,88,7.7
2025-11-18 17:00:00,15.2,90,5.694444444444445,1022.5,17,1,0,25,1.0,100,0,84,8.1
2025-11-18 18:00:00,14.4,90,6.166666666666666,1023.6,18,1,0,21,0.8,100,0,79,8.3
2025-11-18 19:00:00,14.4,87,5.861111111111112,1024.9,19,1,0,19,1.0,100,0,74,7.0
2025-11-18 20:00:00,13.9,89,5.944444444444444,1026.0,20,1,0,21,0.8,100,0,70,7.2
2025-11-18 21:00:00,13.7,90,5.722222222222222,1026.4,21,1,0,21,0.7,100,0,66,7.5
2025-11-18 22:00:00,13.6,89,5.333333333333333,1026.7,22,1,0,20,1.0,100,0,62,8.2
2025-11-18 23:00:00,13.4,90,5.333333333333333,1026.7,23,1,0,19,0.8,100,0,59,8.6
2025-11-19 00:00:00,13.2,90,5.388888888888888,1026.6,0,2,0,13,0.7,100,0,57,8.6
2025-11-19 01:00:00,13.4,87,5.0,1026.7,1,2,0,12,0.3,100,0,55,8.3
2025-11-19 02:00:00,13.3,84,5.305555555555556,1026.4,2,2,0,5,0.3,100,0,53,7.7
2025-11-19 03:00:00,13.2,83,5.055555555555555,1026.3,3,2,0,4,0.2,100,0,52,7.2
2025-11-19 04:00:00,13.1,80,5.249999999999999,1026.1,4,2,0,7,0.1,100,0,51,7.5
2025-11-19 05:00:00,13.1,74,5.472222222222222,1026.2,5,2,0,8,0.0,100,0,49,7.5
2025-11-19 06:00:00,13.1,70,5.361111111111112,1026.9,6,2,0,8,0.0,100,0,46,8.6
2025-11-19 07:00:00,13.1,70,4.944444444444445,1027.7,7,2,0,6,0.0,100,0,43,8.8
2025-11-19 08:00:00,13.1,71,4.5,1028.1,8,2,0,359,0.0,100,0,40,9.4
2025-11-19 09:00:00,14.4,62,5.055555555555555,1028.4,9,2,0,356,0.0,100,0,37,9.9
2025-11-19 10:00:00,15.5,55,5.861111111111112,1028.2,10,2,0,11,0.0,100,0,35,10.4
2025-11-19 11:00:00,15.9,57,5.361111111111112,1026.8,11,2,0,4,0.0,100,0,34,10.1
2025-11-19 12:00:00,17.0,54,4.777777777777778,1025.5,12,2,0,5,0.0,98,0,34,10.1
2025-11-19 13:00:00,15.1,70,4.138888888888889,1025.0,13,2,0,2,0.0,100,0,35,10.4
2025-11-19 14:00:00,15.8,62,4.083333333333333,1023.8,14,2,0,17,0.1,99,0,35,9.7
2025-11-19 15:00:00,16.4,60,2.9166666666666665,1023.0,15,2,0,22,0.0,100,0,35,9.9
2025-11-19 16:00:00,16.1,64,2.111111111111111,1022.4,16,2,0,15,0.0,38,0,36,10.5
2025-11-19 17:00:00,15.0,75,1.0,1022.3,17,2,0,354,0.0,98,0,36,14.1
2025-11-19 18:00:00,14.8,77,0.19444444444444442,1022.4,18,2,0,360,0.0,83,0,37,25.5
2025-11-19 19:00:00,15.5,73,2.0,1023.2,19,2,0,32,0.0,100,0,40,29.6
2025-11-19 20:00:00,15.7,73,1.611111111111111,1023.9,20,2,0,20,0.0,98,0,44,33.8
2025-11-19 21:00:00,15.4,75,1.611111111111111,1024.5,21,2,0,22,0.0,88,0,49,37.7
2025-11-19 22:00:00,14.6,76,1.3333333333333333,1024.5,22,2,0,29,0.0,34,0,52,46.3
2025-11-19 23:00:00,13.9,76,1.4166666666666665,1024.1,23,2,0,17,0.0,28,0,56,56.0
2025-11-20 00:00:00,13.5,76,1.6666666666666665,1023.8,0,3,0,3,0.0,16,0,60,60.5
2025-11-20 01:00:00,14.1,77,1.972222222222222,1023.8,1,3,0,354,0.0,9,0,64,62.2
2025-11-20 02:00:00,14.2,78,2.138888888888889,1023.1,2,3,0,357,0.0,10,0,69,56.6
2025-11-20 03:00:00,14.1,76,2.6666666666666665,1023.0,3,3,0,5,0.0,17,0,73,46.3
2025-11-20 04:00:00,13.9,73,2.694444444444444,1023.1,4,3,0,360,0.0,9,0,77,38.6
2025-11-20 05:00:00,13.6,71,2.75,1023.4,5,3,0,358,0.0,3,0,80,35.6
2025-11-20 06:00:00,13.4,70,2.9166666666666665,1023.7,6,3,0,356,0.0,0,0,82,36.9
2025-11-20 07:00:00,14.1,74,3.083333333333333,1024.8,7,3,0,353,0.0,2,0,85,28.2
2025-11-20 08:00:00,16.2,66,3.2777777777777777,1025.5,8,3,0,354,0.0,0,0,86,19.3
2025-11-20 09:00:00,17.5,50,4.5,1025.7,9,3,0,8,0.0,0,0,87,9.2
2025-11-20 10:00:00,18.6,49,3.861111111111111,1025.4,10,3,0,4,0.0,0,0,87,7.1
2025-11-20 11:00:00,19.5,50,3.611111111111111,1024.5,11,3,0,5,0.0,0,0,87,6.9
2025-11-20 12:00:00,20.5,51,3.6944444444444446,1022.8,12,3,0,359,0.0,0,0,87,7.5
2025-11-20 13:00:00,21.0,48,3.5,1021.6,13,3,0,356,0.0,0,0,86,8.1
2025-11-20 14:00:00,21.5,45,3.3055555555555554,1020.6,14,3,0,357,0.0,0,0,86,8.8
2025-11-20 15:00:00,21.6,45,3.0,1020.0,15,3,0,359,0.0,0,0,86,9.0
2025-11-20 16:00:00,21.0,49,2.4722222222222223,1019.7,16,3,0,353,0.0,1,0,86,9.8
2025-11-20 17:00:00,19.0,61,1.1111111111111112,1019.9,17,3,0,330,0.0,5,0,86,16.7
2025-11-20 18:00:00,17.9,62,0.8333333333333333,1020.4,18,3,0,308,0.0,7,0,86,32.7
2025-11-20 19:00:00,17.1,68,1.472222222222222,1021.1,19,3,0,308,0.0,7,0,87,47.4
2025-11-20 20:00:00,16.5,74,1.5,1021.7,20,3,0,340,0.0,2,0,88,56.5
2025-11-20 21:00:00,15.8,77,1.5555555555555554,1022.2,21,3,0,358,0.0,2,0,90,57.6
2025-11-20 22:00:00,15.6,74,2.0277777777777777,1022.8,22,3,0,16,0.0,6,0,92,52.3
2025-11-20 23:00:00,15.8,62,2.638888888888889,1023.3,23,3,0,19,0.0,13,0,93,41.4
2025-11-21 00:00:00,15.1,64,2.305555555555556,1022.9,0,4,0,4,0.0,11,0,91,33.5
2025-11-21 01:00:00,15.1,68,2.694444444444444,1022.8,1,4,0,358,0.0,16,0,89,27.6
2025-11-21 02:00:00,15.4,66,3.0277777777777777,1022.4,2,4,0,354,0.0,20,0,86,22.9
2025-11-21 03:00:00,15.5,65,3.1666666666666665,1022.2,3,4,0,355,0.0,23,0,83,21.7
2025-11-21 04:00:00,15.9,62,3.4722222222222223,1022.2,4,4,0,355,0.0,21,0,81,21.8
2025-11-21 05:00:00,16.0,60,3.5,1022.1,5,4,0,349,0.0,17,0,79,23.6
2025-11-21 06:00:00,15.8,61,2.972222222222222,1022.9,6,4,0,337,0.0,14,0,78,28.4
2025-11-21 07:00:00,15.7,70,2.944444444444444,1023.6,7,4,0,334,0.0,5,0,77,15.3
2025-11-21 08:00:00,18.1,64,2.833333333333333,1024.2,8,4,0,332,0.0,9,0,76,15.1
2025-11-21 09:00:00,20.1,48,3.8333333333333335,1025.0,9,4,0,354,0.0,12,0,76,7.1
2025-11-21 10:00:00,21.2,42,4.305555555555555,1024.8,10,4,0,4,0.0,2,0,76,4.8
2025-11-21 11:00:00,21.9,43,4.277777777777778,1023.7,11,4,0,6,0.0,3,0,76,4.7
2025-11-21 12:00:00,22.5,45,4.027777777777778,1022.5,12,4,0,5,0.0,0,0,75,5.1
2025-11-21 13:00:00,23.0,42,3.222222222222222,1021.2,13,4,0,4,0.0,0,0,75,5.7
2025-11-21 14:00:00,23.3,41,2.944444444444444,1020.1,14,4,0,10,0.0,0,0,75,6.4
2025-11-21 15:00:00,23.1,42,2.6666666666666665,1019.6,15,4,0,3,0.0,0,0,75,7.2
2025-11-21 16:00:00,22.5,48,2.055555555555556,1019.2,16,4,0,347,0.0,0,0,75,9.2
2025-11-21 17:00:00,19.8,61,1.5277777777777777,1018.9,17,4,0,333,0.0,0,0,75,19.3
2025-11-21 18:00:00,18.0,67,1.7222222222222223,1019.3,18,4,0,343,0.0,2,0,75,36.6
2025-11-21 19:00:00,17.6,69,1.6666666666666665,1019.9,19,4,0,7,0.0,5,0,75,55.2
2025-11-21 20:00:00,17.1,72,1.6666666666666665,1020.4,20,4,0,49,0.0,1,0,76,62.2
2025-11-21 21:00:00,16.5,71,1.7222222222222223,1020.9,21,4,0,60,0.0,2,0,76,64.0
2025-11-21 22:00:00,16.0,69,1.6944444444444442,1021.1,22,4,0,50,0.0,4,0,77,68.0
2025-11-21 23:00:00,15.4,71,1.5833333333333333,1021.1,23,4,0,24,0.0,5,0,78,71.2
2025-11-22 00:00:00,14.8,72,1.7222222222222223,1020.7,0,5,1,7,0.0,3,0,81,72.2
2025-11-22 01:00:00,14.7,76,1.777777777777778,1020.6,1,5,1,8,0.0,8,0,84,67.8
2025-11-22 02:00:00,14.9,74,1.6944444444444442,1020.0,2,5,1,14,0.0,11,0,88,55.9
2025-11-22 03:00:00,14.4,76,1.6666666666666665,1019.8,3,5,1,10,0.0,34,0,91,49.6
2025-11-22 04:00:00,14.1,77,1.8055555555555556,1019.7,4,5,1,6,0.0,58,0,93,48.2
2025-11-22 05:00:00,14.1,76,1.972222222222222,1019.8,5,5,1,7,0.0,23,0,96,47.4
2025-11-22 06:00:00,14.3,73,2.1944444444444446,1020.1,6,5,1,4,0.0,0,0,98,48.0
2025-11-22 07:00:00,15.1,76,2.2222222222222223,1021.2,7,5,1,352,0.0,2,0,99,61.0
2025-11-22 08:00:00,17.6,69,2.138888888888889,1021.7,8,5,1,349,0.0,0,1,104,54.5
2025-11-22 09:00:00,20.1,57,2.6666666666666665,1022.1,9,5,1,3,0.0,0,1,108,36.3
2025-11-22 10:00:00,21.6,47,2.833333333333333,1021.5,10,5,1,10,0.0,0,1,111,22.9
2025-11-22 11:00:00,22.6,43,2.361111111111111,1020.7,11,5,1,17,0.0,0,1,113,19.0
2025-11-22 12:00:00,23.4,41,1.777777777777778,1019.3,12,5,1,18,0.0,0,1,115,17.7
2025-11-22 13:00:00,23.5,39,1.611111111111111,1018.1,13,5,1,2,0.0,0,1,116,17.8
2025-11-22 14:00:00,24.0,38,1.4166666666666665,1017.0,14,5,1,4,0.0,0,1,117,18.6
2025-11-22 15:00:00,23.9,39,1.1944444444444444,1016.6,15,5,1,24,0.0,0,1,119,19.8
2025-11-22 16:00:00,23.2,46,0.8333333333333333,1016.3,16,5,1,52,0.0,0,1,120,21.8
2025-11-22 17:00:00,21.3,56,0.22222222222222224,1016.4,17,5,1,45,0.0,0,1,121,49.6
2025-11-22 18:00:00,19.8,58,0.05555555555555556,1016.5,18,5,1,270,0.0,5,1,124,75.2
2025-11-22 19:00:00,20.8,59,0.75,1017.7,19,5,1,176,0.0,100,1,128,107.8
2025-11-22 20:00:00,20.1,60,1.25,1018.2,20,5,1,164,0.0,97,1,134,125.3
2025-11-22 21:00:00,19.7,63,1.2222222222222223,1018.3,21,5,1,150,0.0,100,1,140,135.0
2025-11-22 22:00:00,19.5,64,1.5277777777777777,1018.6,22,5,1,142,0.0,100,1,148,143.9
2025-11-22 23:00:00,19.1,69,0.6388888888888888,1018.4,23,5,1,122,0.0,100,1,151,146.7
2025-11-23 00:00:00,18.6,68,0.8611111111111112,1018.3,0,6,1,54,0.0,99,1,153,143.0
2025-11-23 01:00:00,18.5,74,0.75,1018.2,1,6,1,53,0.0,99,1,154,136.4
2025-11-23 02:00:00,18.5,74,0.7777777777777777,1017.7,2,6,1,27,0.0,98,1,156,126.7
2025-11-23 03:00:00,18.4,74,1.0555555555555556,1017.4,3,6,1,17,0.0,100,1,157,116.2
2025-11-23 04:00:00,17.9,76,1.3333333333333333,1017.5,4,6,1,20,0.0,97,1,159,105.0
2025-11-23 05:00:00,17.9,76,1.4166666666666665,1017.6,5,6,1,23,0.0,99,1,160,95.7
2025-11-23 06:00:00,17.9,76,1.1944444444444444,1018.3,6,6,1,360,0.0,99,1,161,92.4
2025-11-23 07:00:00,17.5,80,1.75,1019.3,7,6,1,357,0.0,95,1,162,108.0
2025-11-23 08:00:00,19.0,76,1.777777777777778,1019.6,8,6,1,344,0.0,61,1,163,81.5
2025-11-23 09:00:00,21.0,65,2.305555555555556,1020.1,9,6,1,342,0.0,0,1,164,60.3
2025-11-23 10:00:00,22.5,57,2.5555555555555554,1020.4,10,6,1,343,0.0,0,1,164,41.6
2025-11-23 11:00:00,23.5,52,2.5,1019.4,11,6,1,344,0.0,0,1,165,31.5
2025-11-23 12:00:00,24.3,48,2.1944444444444446,1017.9,12,6,1,349,0.0,0,1,165,29.5
2025-11-23 13:00:00,24.6,44,1.3888888888888888,1016.9,13,6,1,358,0.0,0,1,165,30.5
2025-11-23 14:00:00,25.1,44,1.1111111111111112,1016.0,14,6,1,352,0.0,0,1,166,32.0
2025-11-23 15:00:00,25.0,44,1.1944444444444444,1015.5,15,6,1,360,0.0,0,1,166,33.4
2025-11-23 16:00:00,24.3,50,0.9722222222222222,1015.2,16,6,1,12,0.0,0,1,166,35.2
